date, pm25, pm10, o3, no2, so2, co
2015/10/20, , , 21, 20, , 7
2015/10/21, , , 39, 23, , 9
2015/10/22, , , 23, 17, , 8
2015/10/23, , , 22, 15, , 7
2015/10/24, , , 22, 3, , 3
2015/10/25, , , 14, 3, , 2
2015/10/26, , , 24, 12, , 4
2015/10/27, , , 21, 20, , 6
2015/10/28, , , 22, 13, , 4
2015/10/29, , , 25, 8, , 2
2015/10/30, , , 45, 13, , 3
2015/10/31, , , 41, 13, , 3
2015/11/1, , , 34, 7, , 3
2015/11/2, , , 39, 7, , 2
2015/11/3, , , 31, 19, , 5
2015/11/4, , , 29, 21, , 6
2015/11/5, , , 24, 19, , 6
2015/11/6, , , 18, 14, , 4
2015/11/7, , , 24, 6, , 2
2015/11/8, , , 37, 7, , 2
2015/11/9, , , 36, 17, , 4
2015/11/10, , , 72, 17, , 4
2015/11/11, , , 46, 25, , 6
2015/11/12, , , 95, 12, , 3
2015/11/13, , , 29, 23, , 6
2015/11/14, , , 36, 15, , 4
2015/11/15, , , 33, 8, , 3
2015/11/16, , , 17, 8, , 2
2015/11/17, , , 27, 14, , 4
2015/11/18, , , 28, 19, , 4
2015/11/19, , , 28, 17, , 5
2015/11/20, , , 28, 7, , 2
2015/11/21, , , 18, 4, , 2
2015/11/22, , , 18, 8, , 
2015/11/23, , , 5, 22, , 
2015/11/24, , , 9, 16, , 
2015/11/25, , , 7, 12, , 4
2015/11/26, , , 27, 8, , 5
2015/11/27, , , 35, 9, , 5
2015/11/28, , , 36, 11, , 6
2015/11/29, , , 15, 7, , 5
2015/11/30, , , 11, 7, , 3
2015/12/1, , , 17, 9, , 3
2015/12/2, , , 47, 10, , 4
2015/12/3, , , 14, 10, , 4
2015/12/4, , , 28, 10, , 4
2015/12/5, , , 35, 12, , 5
2015/12/6, , , 30, 8, , 3
2015/12/7, , , 19, 8, , 2
2015/12/8, , , 28, 8, , 2
2015/12/9, , , 21, 12, , 4
2015/12/10, , , 20, 13, , 4
2015/12/11, , , 26, 13, , 4
2015/12/12, , , 20, 12, , 4
2015/12/13, , , 25, 9, , 5
2015/12/14, , , 34, 13, , 6
2015/12/15, , , 28, 16, , 
2015/12/16, , , 17, 8, , 
2015/12/17, , , 34, 11, , 
2015/12/18, , , 35, 19, , 10
2015/12/19, , , 36, 14, , 6
2015/12/20, , , 50, 8, , 
2015/12/21, , , 44, 9, , 
2015/12/22, , , 28, 13, , 
2015/12/23, , , 28, 15, , 
2015/12/24, , , 30, 7, , 
2015/12/25, , , 25, 8, , 
2015/12/26, , , 28, 5, , 
2015/12/27, , , 22, 3, , 
2015/12/28, , , 18, 9, , 
2015/12/29, , , 13, 7, , 1
2015/12/30, , , 16, 5, , 1
2016/1/3, , , 11, 1, , 5
2014/7/2, , , 14, 29, , 13
2014/7/3, , , 8, 51, , 24
2014/4/2, , , 16, 20, , 5
2014/4/3, , , 21, 15, , 5
2014/4/4, , , 10, 11, , 4
2014/4/5, , , 27, 15, , 5
2014/4/6, , , 30, 17, , 6
2014/4/7, , , 31, 17, , 6
2014/4/8, , , 25, 31, , 13
2014/4/9, , , 48, 38, , 13
2014/1/1, , , 17, 6, , 4
2014/2/28, , , 19, 25, , 8
2014/3/1, , , 26, 18, , 5
2014/3/2, , , 36, 14, , 5
2014/3/3, , , 32, 9, , 3
2014/3/4, , , 33, 11, , 3
2014/3/5, , , 6, 19, , 6
2014/3/6, , , 24, 19, , 7
2014/3/7, , , 46, 20, , 4
2014/3/8, , , 44, 19, , 4
2014/3/9, , , 27, 13, , 3
2014/3/10, , , 28, 22, , 5
2014/3/11, , , 22, 25, , 5
2014/3/12, , , 19, 32, , 6
2014/3/13, , , 23, 19, , 3
2014/3/14, , , 22, 27, , 5
2014/3/15, , , 29, 21, , 4
2014/3/16, , , 30, 23, , 5
2014/3/17, , , 24, 29, , 7
2014/3/18, , , 19, 40, , 5
2014/3/19, , , 31, 38, , 7
2014/3/20, , , 18, 29, , 4
2014/3/21, , , 14, 20, , 3
2014/3/22, , , 11, 14, , 2
2014/3/23, , , 12, 7, , 1
2014/3/24, , , 10, 12, , 1
2014/3/25, , , 19, 15, , 1
2014/3/26, , , 15, 13, , 2
2014/3/27, , , 18, 13, , 2
2014/3/28, , , 24, 16, , 4
2014/3/29, , , 33, 18, , 4
2014/3/30, , , 15, 15, , 4
2014/3/31, , , 14, 24, , 8
2014/4/1, , , 17, 23, , 6
2023/10/6, , , , 21, , 
2023/10/7, , , , 27, , 
2023/10/8, , , , 18, , 4
2023/10/9, , , , 14, , 5
2023/3/6, , , , 13, , 
2016/8/15, , , , 30, , 15
2016/9/7, , , , 20, , 
2016/9/8, , , , 28, , 
2016/4/13, , , , 18, , 9
2016/6/9, , , , 16, , 9
2016/6/10, , , , 23, , 11
2016/6/11, , , , 17, , 14
2016/6/12, , , , 13, , 8
2016/6/13, , , , 17, , 8
2016/6/14, , , , 19, , 9
2016/6/15, , , , 29, , 18
2016/6/16, , , , 34, , 27
2016/1/4, , , , 4, , 4
2016/1/13, , , , 5, , 5
2016/1/14, , , , 5, , 4
2016/1/15, , , , 6, , 4
2016/2/13, , , , 4, , 3
2016/2/14, , , , 5, , 3
